AGE,AGE2,BLACK,EXP,EXP2,LWAGE,NEARC,SCHOOLING,SMSA,SOUTH,FATHEDUC,MOTHEDUC
31,961,1,17,289,6.063785,0,8,0,1,0.0,0.0
24,576,1,10,100,5.560682,0,8,0,1,0.0,0.0
24,576,0,2,4,6.357842,0,16,1,1,12.0,12.0
29,841,1,12,144,6.052089,0,11,0,1,4.0,2.0
25,625,1,7,49,5.752573,0,12,0,1,4.0,2.0
29,841,0,10,100,5.926926,0,13,0,1,7.0,10.0
33,1089,1,18,324,6.214608,0,9,0,1,1.0,2.0
25,625,0,7,49,6.214608,0,12,1,1,1.0,6.0
32,1024,1,14,196,5.857933,0,12,1,1,3.0,1.0
29,841,1,13,169,6.263398,0,10,1,1,3.0,1.0
26,676,0,3,9,6.214608,0,17,0,1,13.0,12.0
25,625,0,3,9,5.953243,0,16,1,1,13.0,12.0
25,625,1,10,100,4.60517,1,9,1,1,12.0,8.0
26,676,1,5,25,5.703783,1,15,1,1,6.0,7.0
24,576,1,6,36,5.236442,1,12,1,1,6.0,7.0
33,1089,1,19,361,5.872118,1,8,1,1,,3.0
25,625,1,7,49,5.587249,1,12,1,1,4.0,4.0
28,784,1,10,100,5.587249,1,12,1,1,6.0,7.0
34,1156,0,16,256,6.37332,1,12,1,1,8.0,8.0
24,576,1,6,36,5.926926,1,12,0,1,,5.0
31,961,1,13,169,5.846439,1,12,0,1,,
28,784,0,6,36,6.300786,1,16,1,1,14.0,12.0
25,625,0,5,25,6.331502,1,14,1,1,14.0,12.0
26,676,0,8,64,6.357842,1,12,1,0,12.0,12.0
26,676,0,5,25,6.791222,1,15,1,0,10.0,12.0
26,676,0,7,49,6.437752,1,13,0,1,6.0,
26,676,0,7,49,6.030685,1,13,0,1,6.0,12.0
31,961,0,19,361,6.526495,1,6,0,1,4.0,
30,900,1,13,169,6.437752,0,11,1,1,,9.0
27,729,1,12,144,5.736572,0,9,1,1,,
28,784,1,10,100,6.498282,0,12,1,1,,
32,1024,0,15,225,5.655992,0,11,1,1,,
26,676,1,8,64,6.39693,0,12,1,1,,
29,841,1,7,49,6.609349,0,16,1,0,12.0,12.0
27,729,1,10,100,5.416101,0,11,1,1,2.0,5.0
34,1156,0,16,256,6.434546,0,12,1,1,,8.0
24,576,0,6,36,6.401917,0,12,1,1,,8.0
29,841,0,11,121,6.309918,0,12,1,1,11.0,10.0
27,729,0,5,25,6.685861,0,16,0,1,10.0,12.0
30,900,0,10,100,5.799093,1,14,1,1,12.0,12.0
34,1156,0,12,144,6.527958,1,16,1,1,4.0,12.0
29,841,0,8,64,6.907755,1,15,1,0,18.0,12.0
30,900,0,8,64,6.99485,1,16,1,1,,
24,576,1,5,25,6.165418,1,13,1,1,,10.0
24,576,1,6,36,6.214608,1,12,1,1,,3.0
25,625,1,5,25,6.856462,1,14,1,1,6.0,10.0
30,900,1,6,36,7.040536,1,18,1,1,14.0,12.0
32,1024,1,14,196,6.109248,1,12,1,1,,9.0
25,625,0,7,49,6.104793,1,12,1,1,7.0,12.0
27,729,0,5,25,5.888878,1,16,1,1,12.0,12.0
24,576,0,5,25,6.282267,1,13,1,1,12.0,12.0
25,625,0,2,4,6.423247,1,17,1,1,6.0,8.0
24,576,0,4,16,6.194406,1,14,1,1,17.0,14.0
26,676,0,8,64,6.028278,1,12,1,1,8.0,9.0
24,576,1,5,25,5.521461,0,13,1,1,,9.0
28,784,0,9,81,6.214608,0,13,0,1,9.0,6.0
28,784,0,4,16,7.051856,0,18,1,1,10.0,10.0
32,1024,0,14,196,6.263398,0,12,0,1,8.0,7.0
24,576,0,7,49,5.703783,0,11,1,1,,12.0
26,676,0,11,121,5.7301,0,9,0,1,8.0,12.0
29,841,0,15,225,6.437752,0,8,0,1,8.0,12.0
24,576,0,5,25,5.857933,0,13,1,1,8.0,7.0
30,900,0,8,64,6.511745,0,16,0,1,7.0,11.0
28,784,0,9,81,6.324359,0,13,0,1,,7.0
28,784,1,10,100,5.860786,0,12,0,1,6.0,7.0
28,784,1,10,100,6.583409,0,12,1,0,5.0,9.0
27,729,1,6,36,6.343881,0,15,0,1,9.0,12.0
25,625,1,8,64,5.480639,0,11,1,1,6.0,12.0
32,1024,0,18,324,6.109248,0,8,0,1,7.0,4.0
33,1089,1,16,256,5.823046,0,11,0,1,3.0,3.0
29,841,1,13,169,5.662961,0,10,0,1,0.0,7.0
24,576,0,1,1,6.023448,1,17,0,1,12.0,12.0
29,841,0,11,121,6.742881,1,12,0,1,8.0,12.0
32,1024,0,10,100,6.77308,1,16,0,1,7.0,16.0
29,841,1,12,144,5.686975,1,11,0,1,12.0,
26,676,1,12,144,5.703783,1,8,0,1,,
26,676,1,4,16,5.666427,1,16,1,1,9.0,12.0
29,841,1,14,196,5.697093,1,9,0,1,6.0,14.0
32,1024,1,21,441,5.888878,1,5,0,1,2.0,5.0
30,900,1,12,144,7.000334,1,12,1,0,,
33,1089,1,11,121,6.142037,1,16,1,0,,8.0
27,729,1,7,49,5.57973,1,14,0,1,,8.0
30,900,0,8,64,6.732211,1,16,1,1,12.0,12.0
31,961,0,9,81,6.357842,1,16,0,1,8.0,14.0
27,729,1,11,121,5.416101,1,10,0,1,5.0,5.0
25,625,1,7,49,5.459586,1,12,0,1,5.0,5.0
26,676,1,8,64,5.521461,1,12,1,1,2.0,8.0
28,784,0,10,100,5.278115,1,12,0,1,4.0,1.0
32,1024,1,14,196,6.163315,1,12,0,1,0.0,4.0
26,676,0,9,81,6.214608,1,11,0,1,7.0,4.0
29,841,1,15,225,5.811141,1,8,0,1,,1.0
27,729,1,11,121,6.118097,1,10,0,1,,1.0
25,625,0,3,9,6.851185,1,16,1,1,16.0,12.0
24,576,0,5,25,5.673323,1,13,0,1,8.0,16.0
27,729,0,5,25,6.253829,1,16,0,1,8.0,10.0
28,784,0,7,49,6.161207,1,15,0,1,5.0,11.0
32,1024,0,18,324,5.69036,1,8,0,1,8.0,6.0
33,1089,0,15,225,6.040255,1,12,1,1,3.0,
26,676,0,8,64,6.251904,1,12,0,1,,
32,1024,0,14,196,5.755742,1,12,0,1,8.0,8.0
28,784,0,10,100,5.926926,1,12,0,1,8.0,6.0
25,625,1,6,36,6.309918,1,13,0,1,8.0,8.0
33,1089,0,19,361,6.850126,1,8,0,1,,
27,729,0,5,25,6.163315,1,16,1,1,12.0,12.0
27,729,0,5,25,5.97381,1,16,1,1,11.0,12.0
24,576,0,7,49,6.620073,1,11,1,1,12.0,10.0
28,784,0,9,81,6.198479,1,13,1,1,3.0,3.0
28,784,1,10,100,6.214608,1,12,1,1,8.0,8.0
24,576,1,7,49,5.590987,1,11,1,1,1.0,3.0
33,1089,1,15,225,6.163315,1,12,1,1,,12.0
31,961,1,13,169,5.899898,1,12,1,1,,8.0
26,676,1,9,81,5.638355,1,11,1,1,,
24,576,1,4,16,5.521461,1,14,1,1,,
33,1089,1,15,225,5.572154,1,12,1,1,,6.0
29,841,0,5,25,6.919684,1,18,1,0,11.0,12.0
28,784,0,5,25,6.725034,1,17,1,1,11.0,12.0
24,576,0,2,4,5.746203,1,16,1,0,11.0,12.0
32,1024,0,12,144,6.869014,1,14,1,1,12.0,12.0
29,841,1,14,196,5.846439,1,9,1,1,7.0,5.0
25,625,1,8,64,5.703783,1,11,1,1,5.0,
32,1024,1,15,225,5.926926,1,11,1,1,,11.0
24,576,0,4,16,6.214608,1,14,1,1,10.0,8.0
25,625,0,7,49,5.846439,1,12,1,1,6.0,9.0
34,1156,1,19,361,5.765191,1,9,1,1,12.0,6.0
26,676,1,9,81,5.991465,1,11,1,1,12.0,6.0
27,729,1,8,64,6.306275,1,13,1,1,9.0,8.0
25,625,1,12,144,5.438079,1,7,1,1,,12.0
26,676,0,8,64,6.035481,1,12,0,1,7.0,7.0
29,841,0,10,100,6.2672,1,13,1,1,11.0,10.0
33,1089,0,17,289,6.76273,1,10,1,1,8.0,12.0
34,1156,0,15,225,6.251904,1,13,1,1,,6.0
29,841,0,12,144,5.81413,1,11,1,1,8.0,8.0
33,1089,0,14,196,6.76273,1,13,1,1,,12.0
27,729,0,13,169,6.253829,1,8,0,1,7.0,
27,729,0,4,16,6.751101,1,17,1,1,16.0,12.0
24,576,0,6,36,5.755742,1,12,0,1,6.0,9.0
33,1089,0,9,81,6.72263,1,18,1,1,18.0,17.0
31,961,0,9,81,6.774224,1,16,1,1,18.0,17.0
33,1089,0,13,169,7.225482,1,14,1,1,4.0,8.0
34,1156,0,12,144,6.111467,1,16,1,1,,8.0
34,1156,0,10,100,6.527958,1,18,0,1,12.0,17.0
28,784,0,9,81,6.075346,1,13,1,1,,12.0
32,1024,0,13,169,6.816736,1,13,1,1,12.0,12.0
33,1089,0,14,196,6.751101,1,13,0,1,,12.0
34,1156,0,18,324,6.39693,1,10,1,1,,10.0
28,784,1,10,100,5.545177,1,12,1,1,,
29,841,1,11,121,5.926926,1,12,1,1,,12.0
27,729,1,5,25,6.089045,1,16,1,1,,5.0
25,625,1,6,36,6.003887,1,13,1,1,,5.0
32,1024,1,14,196,6.016157,1,12,1,1,,7.0
27,729,0,6,36,5.703783,1,15,1,1,15.0,12.0
26,676,0,4,16,6.54103,1,16,1,1,14.0,16.0
30,900,0,6,36,6.919684,1,18,1,0,,10.0
26,676,1,5,25,6.113682,0,15,1,1,15.0,12.0
28,784,0,10,100,5.961005,0,12,1,1,11.0,12.0
27,729,0,3,9,6.198479,0,18,0,1,13.0,16.0
31,961,0,20,400,5.746203,0,5,0,1,,
26,676,0,6,36,6.357842,1,14,1,1,12.0,12.0
24,576,0,6,36,5.926926,1,12,1,1,12.0,12.0
33,1089,0,15,225,6.484635,1,12,1,0,,10.0
26,676,0,4,16,6.563856,1,16,1,1,10.0,11.0
26,676,1,6,36,6.23637,1,14,1,1,3.0,9.0
34,1156,0,16,256,6.437752,1,12,1,1,4.0,1.0
25,625,0,5,25,6.131227,1,14,1,1,11.0,10.0
33,1089,0,13,169,6.437752,1,14,1,1,9.0,7.0
28,784,1,10,100,6.35437,1,12,1,1,,
25,625,1,7,49,6.214608,1,12,1,1,,8.0
27,729,1,8,64,6.025866,1,13,1,0,,4.0
26,676,1,7,49,6.154858,1,13,1,0,,
29,841,1,11,121,6.253829,1,12,1,1,4.0,3.0
27,729,1,8,64,6.620073,1,13,1,0,10.0,7.0
25,625,1,7,49,6.194406,1,12,1,1,4.0,3.0
31,961,1,7,49,6.052089,1,18,1,0,11.0,12.0
32,1024,1,14,196,6.282267,1,12,1,1,,
26,676,0,7,49,6.613384,0,13,1,1,12.0,12.0
24,576,0,6,36,5.991465,0,12,1,1,12.0,12.0
28,784,0,10,100,5.768321,0,12,1,1,16.0,16.0
29,841,0,6,36,6.40688,0,17,1,1,16.0,14.0
24,576,0,7,49,6.33328,0,11,1,1,11.0,4.0
27,729,1,9,81,5.783825,0,12,1,1,2.0,6.0
29,841,0,10,100,6.710523,0,13,1,1,12.0,12.0
32,1024,0,14,196,6.697034,0,12,1,1,,12.0
26,676,0,8,64,5.924256,0,12,1,1,12.0,12.0
32,1024,0,14,196,5.703783,0,12,1,1,12.0,12.0
29,841,0,11,121,6.428105,1,12,1,1,9.0,12.0
32,1024,0,8,64,6.463029,1,18,0,1,,13.0
31,961,0,13,169,6.371612,1,12,1,1,6.0,6.0
30,900,0,12,144,6.375025,1,12,1,1,6.0,
24,576,1,6,36,6.278522,1,12,1,1,12.0,12.0
30,900,1,12,144,5.783825,1,12,1,1,,5.0
26,676,1,7,49,6.484635,1,13,1,1,,
25,625,1,6,36,6.424869,1,13,1,1,12.0,9.0
24,576,1,6,36,6.400258,1,12,1,1,4.0,9.0
26,676,1,4,16,6.309918,1,16,1,1,3.0,7.0
25,625,1,3,9,6.530878,1,16,1,1,3.0,7.0
30,900,1,14,196,6.437752,1,10,1,1,3.0,8.0
31,961,1,14,196,6.086775,1,11,1,1,,
33,1089,1,21,441,5.030438,1,6,1,1,,12.0
27,729,1,11,121,6.388561,1,10,1,1,,
27,729,1,10,100,6.135565,1,11,1,1,7.0,7.0
26,676,1,9,81,5.703783,1,11,1,1,,7.0
31,961,1,15,225,6.214608,1,10,1,1,10.0,6.0
29,841,1,13,169,6.001415,1,10,1,1,,
32,1024,1,16,256,5.616771,1,10,1,1,12.0,12.0
32,1024,1,18,324,5.991465,1,8,0,1,,8.0
28,784,0,4,16,6.39693,1,18,0,1,,4.0
27,729,0,8,64,6.357842,1,13,0,1,6.0,8.0
27,729,0,9,81,5.926926,1,12,0,1,6.0,8.0
26,676,0,8,64,5.717028,1,12,0,1,6.0,8.0
28,784,1,10,100,5.641907,1,12,0,1,,8.0
28,784,1,8,64,5.616771,1,14,0,1,,
25,625,0,7,49,6.453625,1,12,0,1,12.0,12.0
25,625,1,1,1,6.566672,1,18,1,0,10.0,10.0
28,784,1,9,81,6.865891,1,13,1,0,,
29,841,1,7,49,6.463029,1,16,0,1,,
24,576,0,5,25,6.095825,1,13,0,1,2.0,
34,1156,1,19,361,5.459586,1,9,1,1,,
25,625,1,4,16,6.163315,1,15,1,1,7.0,8.0
26,676,1,8,64,5.529429,1,12,0,1,,6.0
27,729,0,7,49,6.453625,1,14,1,1,5.0,11.0
26,676,1,7,49,5.966147,1,13,0,1,,
33,1089,1,18,324,6.023448,1,9,0,1,,3.0
29,841,1,12,144,5.991465,1,11,1,0,,7.0
25,625,1,11,121,5.662961,1,8,0,1,,7.0
25,625,1,7,49,5.886104,1,12,1,1,,
32,1024,0,14,196,6.511745,1,12,0,1,,6.0
34,1156,1,18,324,5.97381,0,10,1,1,6.0,12.0
26,676,1,4,16,6.357842,0,16,1,1,6.0,12.0
26,676,1,9,81,5.236442,0,11,1,1,2.0,8.0
27,729,1,16,256,5.652489,0,5,1,1,,10.0
34,1156,1,19,361,5.926926,0,9,1,1,,6.0
30,900,0,7,49,6.64639,0,17,1,1,18.0,17.0
26,676,0,3,9,6.324359,0,17,1,0,,16.0
28,784,0,4,16,7.474772,0,18,1,0,,12.0
34,1156,0,16,256,6.543912,0,12,1,1,7.0,8.0
24,576,0,8,64,6.192362,0,10,0,0,,
24,576,0,6,36,6.232448,0,12,1,1,12.0,9.0
33,1089,0,15,225,6.706862,0,12,0,1,,6.0
30,900,0,17,289,5.616771,0,7,0,1,5.0,8.0
30,900,0,12,144,6.39693,0,12,0,1,8.0,10.0
25,625,0,6,36,6.357842,1,13,1,1,,1.0
24,576,0,4,16,5.438079,1,14,1,1,4.0,1.0
26,676,0,9,81,6.228511,1,11,1,0,10.0,0.0
26,676,0,8,64,6.40688,1,12,1,1,9.0,9.0
24,576,0,6,36,6.700731,1,12,1,1,9.0,9.0
25,625,0,9,81,5.652489,1,10,1,1,8.0,12.0
31,961,0,9,81,6.973543,1,16,1,1,14.0,16.0
32,1024,0,12,144,7.399398,1,14,1,1,12.0,8.0
30,900,0,8,64,6.756932,1,16,0,1,14.0,4.0
26,676,0,6,36,6.628041,1,14,1,1,,
25,625,0,4,16,6.620073,1,15,1,1,16.0,16.0
32,1024,0,14,196,6.082219,1,12,1,1,,
33,1089,0,15,225,7.008505,1,12,1,1,16.0,10.0
30,900,1,7,49,5.673323,1,17,1,1,7.0,11.0
26,676,1,8,64,5.805135,1,12,1,0,6.0,11.0
26,676,0,7,49,6.033086,1,13,0,1,10.0,12.0
30,900,0,11,121,6.437752,1,13,1,1,8.0,8.0
27,729,0,9,81,6.135565,1,12,0,1,4.0,8.0
34,1156,0,20,400,5.521461,1,8,0,1,8.0,
30,900,0,6,36,6.253829,1,18,0,0,8.0,12.0
28,784,0,8,64,5.010635,1,14,1,1,6.0,8.0
25,625,0,5,25,5.991465,1,14,1,0,6.0,8.0
29,841,0,5,25,5.953243,1,18,0,0,,4.0
34,1156,0,13,169,6.357842,1,15,1,0,,12.0
34,1156,0,10,100,6.287858,1,18,1,0,13.0,14.0
28,784,0,5,25,6.685861,1,17,1,0,18.0,16.0
24,576,0,1,1,6.214608,1,17,1,0,18.0,16.0
29,841,0,10,100,6.795706,1,13,1,0,12.0,12.0
27,729,0,7,49,6.437752,1,14,1,0,12.0,12.0
28,784,0,8,64,5.777652,1,14,0,0,12.0,12.0
32,1024,0,14,196,6.357842,1,12,1,0,8.0,8.0
25,625,0,7,49,6.056784,1,12,1,0,12.0,12.0
31,961,0,15,225,5.484797,1,10,1,0,8.0,12.0
28,784,0,5,25,6.630683,1,17,1,0,9.0,13.0
32,1024,0,10,100,7.590347,1,16,1,0,8.0,9.0
32,1024,0,14,196,6.543912,1,12,1,0,,12.0
26,676,0,4,16,6.196444,1,16,1,0,12.0,16.0
24,576,0,2,4,6.336826,1,16,1,0,12.0,16.0
30,900,0,14,196,5.828946,1,10,1,0,11.0,12.0
27,729,0,8,64,5.697093,1,13,1,0,,12.0
25,625,0,6,36,5.7301,1,13,1,0,,12.0
24,576,0,5,25,7.000334,1,13,1,0,12.0,12.0
24,576,0,7,49,6.023448,1,11,1,0,17.0,12.0
33,1089,0,15,225,6.40688,1,12,1,0,,
25,625,0,7,49,6.214608,1,12,1,0,8.0,11.0
25,625,0,4,16,6.378426,1,15,1,0,12.0,12.0
28,784,0,9,81,6.437752,1,13,1,0,12.0,12.0
25,625,0,9,81,5.966147,1,10,1,0,7.0,9.0
31,961,0,11,121,6.09357,1,14,1,0,8.0,12.0
26,676,0,7,49,6.561031,1,13,1,0,8.0,
27,729,0,5,25,6.656726,1,16,1,0,12.0,13.0
28,784,1,10,100,6.234411,1,12,1,0,,
25,625,0,2,4,6.09131,1,17,1,0,10.0,12.0
26,676,0,7,49,5.991465,1,13,1,0,,8.0
28,784,0,4,16,7.150702,1,18,1,0,,12.0
26,676,1,8,64,6.003887,1,12,1,0,,12.0
28,784,1,10,100,6.511745,1,12,1,0,12.0,11.0
27,729,1,11,121,5.634789,1,10,1,0,12.0,11.0
24,576,1,8,64,5.857933,1,10,1,0,12.0,10.0
30,900,0,6,36,7.602401,1,18,1,0,12.0,12.0
26,676,0,4,16,6.645091,1,16,1,0,12.0,
29,841,0,7,49,6.763885,1,16,1,0,,12.0
32,1024,0,11,121,6.779922,1,15,1,0,12.0,12.0
26,676,0,8,64,6.309918,1,12,1,0,12.0,12.0
28,784,0,8,64,6.413459,1,14,1,0,7.0,7.0
25,625,0,6,36,6.357842,1,13,1,0,12.0,12.0
25,625,1,7,49,4.997212,1,12,1,0,,9.0
29,841,0,7,49,6.71417,1,16,1,0,8.0,12.0
26,676,0,6,36,6.55108,1,14,1,0,,0.0
27,729,0,3,9,6.620073,1,18,1,0,5.0,3.0
34,1156,0,11,121,6.55108,1,17,0,0,,
32,1024,0,8,64,6.539586,1,18,1,0,14.0,14.0
27,729,1,10,100,5.7301,1,11,1,0,,
31,961,0,8,64,6.76273,1,17,0,0,16.0,16.0
24,576,1,4,16,6.54103,1,14,1,0,2.0,
24,576,1,7,49,6.684612,1,11,1,0,,9.0
32,1024,1,12,144,6.511745,1,14,1,0,12.0,8.0
25,625,0,5,25,6.244167,1,14,1,1,12.0,12.0
31,961,0,9,81,6.568078,1,16,1,0,16.0,12.0
25,625,0,6,36,6.739336,1,13,1,0,,12.0
25,625,0,5,25,6.785588,1,14,1,0,12.0,12.0
27,729,0,7,49,6.54103,1,14,1,0,9.0,12.0
34,1156,0,16,256,6.746412,1,12,1,0,12.0,12.0
29,841,0,11,121,6.603944,1,12,1,0,10.0,10.0
25,625,0,5,25,6.175867,1,14,1,0,10.0,10.0
30,900,0,8,64,6.678342,1,16,1,0,16.0,16.0
32,1024,0,13,169,6.361302,1,13,0,0,8.0,12.0
34,1156,0,16,256,6.767343,1,12,1,0,12.0,12.0
27,729,0,5,25,6.357842,1,16,1,0,12.0,13.0
33,1089,0,10,100,7.233456,1,17,1,0,14.0,12.0
31,961,0,11,121,7.379632,1,14,1,0,,
30,900,1,12,144,6.514713,1,12,1,0,8.0,8.0
32,1024,0,8,64,6.135565,1,18,1,0,13.0,12.0
29,841,0,11,121,6.496775,1,12,1,0,,12.0
24,576,0,6,36,6.739336,1,12,1,0,,12.0
33,1089,0,15,225,6.487684,1,12,0,0,12.0,12.0
27,729,0,6,36,7.090077,1,15,1,0,13.0,12.0
33,1089,0,14,196,6.64639,1,13,1,0,0.0,5.0
27,729,1,9,81,5.521461,1,12,1,0,,5.0
24,576,0,6,36,5.83773,1,12,1,0,0.0,4.0
34,1156,0,16,256,7.65681,1,12,1,0,2.0,0.0
27,729,0,3,9,6.936343,1,18,1,0,,2.0
25,625,0,7,49,6.569481,1,12,1,0,,2.0
28,784,0,12,144,6.388561,1,10,1,0,8.0,12.0
32,1024,0,11,121,6.725034,1,15,1,1,12.0,12.0
28,784,0,7,49,5.991465,1,15,1,0,,
31,961,1,11,121,6.580639,1,14,1,0,,7.0
31,961,1,13,169,5.117994,1,12,1,0,12.0,12.0
27,729,0,7,49,6.146329,1,14,1,0,8.0,12.0
27,729,0,3,9,6.466145,1,18,1,0,13.0,13.0
34,1156,0,15,225,6.39693,1,13,1,0,10.0,12.0
24,576,0,6,36,5.991465,1,12,1,0,13.0,10.0
24,576,0,5,25,6.907755,1,13,1,0,12.0,12.0
28,784,0,8,64,6.50129,1,14,1,0,8.0,12.0
24,576,0,2,4,6.315358,1,16,1,0,8.0,11.0
28,784,0,8,64,6.665684,1,14,1,0,10.0,12.0
28,784,0,7,49,6.50279,1,15,1,0,13.0,12.0
25,625,0,9,81,5.703783,1,10,1,0,8.0,8.0
30,900,0,8,64,6.546785,1,16,1,0,14.0,12.0
33,1089,0,13,169,6.082219,1,14,0,0,12.0,12.0
25,625,0,6,36,6.529419,1,13,1,0,9.0,11.0
26,676,0,6,36,6.025866,1,14,1,0,7.0,6.0
25,625,0,7,49,6.621406,1,12,1,0,11.0,14.0
26,676,0,7,49,5.442418,1,13,1,0,16.0,16.0
29,841,0,7,49,6.224558,1,16,1,0,17.0,14.0
30,900,0,8,64,6.39693,1,16,0,0,15.0,12.0
33,1089,0,9,81,7.177019,1,18,1,0,18.0,15.0
32,1024,0,8,64,6.964136,1,18,1,0,,18.0
32,1024,0,11,121,6.440947,1,15,1,0,13.0,11.0
33,1089,0,11,121,6.956545,1,16,1,0,3.0,8.0
32,1024,0,8,64,6.890609,1,18,0,0,12.0,16.0
34,1156,0,10,100,7.156177,1,18,1,0,16.0,13.0
26,676,0,8,64,6.706862,1,12,1,0,12.0,12.0
24,576,0,1,1,6.214608,1,17,1,0,16.0,16.0
32,1024,0,14,196,6.579251,1,12,1,0,12.0,8.0
29,841,0,11,121,6.287858,1,12,1,0,7.0,12.0
34,1156,0,11,121,6.84375,1,17,0,0,8.0,12.0
25,625,0,8,64,5.703783,1,11,1,0,8.0,9.0
32,1024,0,15,225,6.660575,1,11,0,0,2.0,1.0
34,1156,0,20,400,6.476973,1,8,0,0,3.0,2.0
29,841,0,5,25,6.903747,1,18,1,0,12.0,12.0
28,784,0,5,25,6.36647,1,17,1,0,12.0,12.0
26,676,0,4,16,5.442418,1,16,1,0,12.0,12.0
25,625,0,3,9,6.289716,1,16,0,0,12.0,12.0
34,1156,1,13,169,6.44254,1,15,1,0,8.0,8.0
28,784,1,10,100,6.51323,1,12,1,0,,
27,729,0,5,25,5.442418,1,16,1,0,12.0,12.0
29,841,0,5,25,6.57368,1,18,1,0,12.0,12.0
24,576,0,5,25,5.655992,1,13,1,0,12.0,12.0
26,676,0,5,25,6.214608,1,15,1,0,12.0,12.0
27,729,0,5,25,5.743003,1,16,1,0,,
25,625,0,8,64,5.298317,1,11,1,0,10.0,10.0
33,1089,0,11,121,7.008505,1,16,1,0,12.0,9.0
29,841,0,11,121,6.368187,1,12,1,0,11.0,11.0
30,900,0,8,64,6.001415,1,16,1,0,8.0,12.0
25,625,0,6,36,6.426488,1,13,1,0,12.0,
27,729,0,5,25,5.624018,1,16,1,0,10.0,12.0
25,625,0,2,4,6.869014,1,17,1,1,12.0,11.0
30,900,0,9,81,6.539586,1,15,1,0,12.0,12.0
28,784,0,10,100,6.33328,1,12,1,0,8.0,12.0
33,1089,0,19,361,7.197435,1,8,1,0,3.0,5.0
31,961,0,11,121,6.511745,1,14,1,0,12.0,12.0
32,1024,0,10,100,6.75227,1,16,0,0,,11.0
32,1024,0,10,100,5.560682,1,16,1,0,8.0,4.0
28,784,0,7,49,6.35437,1,15,1,0,8.0,4.0
24,576,0,5,25,6.439351,1,13,1,0,2.0,8.0
32,1024,0,14,196,7.274479,1,12,1,0,12.0,12.0
28,784,0,8,64,5.817111,1,14,0,0,6.0,11.0
27,729,0,9,81,6.357842,1,12,1,0,6.0,11.0
24,576,0,5,25,6.173786,1,13,1,0,8.0,12.0
28,784,0,7,49,5.521461,1,15,1,0,16.0,0.0
24,576,0,7,49,6.1717,1,11,1,0,12.0,9.0
34,1156,0,13,169,6.945051,1,15,1,0,,
33,1089,0,9,81,6.993933,1,18,1,0,13.0,12.0
26,676,0,2,4,6.135565,1,18,1,0,12.0,12.0
32,1024,0,14,196,6.437752,1,12,0,0,,12.0
25,625,0,3,9,6.705639,1,16,1,0,5.0,8.0
28,784,0,8,64,5.888878,1,14,1,0,17.0,4.0
27,729,0,9,81,5.768321,1,12,1,0,12.0,12.0
32,1024,0,10,100,5.849325,1,16,1,0,7.0,12.0
30,900,0,12,144,6.758094,0,12,1,0,,
26,676,0,10,100,5.641907,0,10,1,0,2.0,2.0
24,576,0,6,36,6.549651,0,12,1,0,17.0,14.0
24,576,0,6,36,6.421622,0,12,1,0,11.0,10.0
25,625,0,8,64,6.070738,0,11,0,0,8.0,12.0
25,625,0,3,9,6.280396,1,16,1,0,12.0,12.0
26,676,0,4,16,6.437752,1,16,1,0,12.0,12.0
26,676,0,2,4,6.357842,1,18,1,0,10.0,12.0
24,576,0,6,36,6.736967,1,12,1,0,10.0,12.0
26,676,0,4,16,6.001415,1,16,1,0,12.0,12.0
32,1024,0,11,121,6.315358,1,15,1,0,,12.0
31,961,0,7,49,6.921658,1,18,1,0,18.0,12.0
29,841,0,7,49,5.783825,1,16,1,0,8.0,4.0
30,900,0,9,81,6.647688,1,15,1,0,12.0,8.0
24,576,0,4,16,6.55108,1,14,1,0,12.0,13.0
24,576,0,1,1,6.306275,1,17,1,0,13.0,7.0
26,676,0,4,16,6.437752,1,16,1,0,0.0,5.0
28,784,0,6,36,6.814543,1,16,1,0,12.0,7.0
33,1089,0,15,225,6.613384,1,12,1,0,16.0,16.0
24,576,0,6,36,6.51323,1,12,0,0,12.0,12.0
28,784,0,6,36,6.705639,0,16,0,0,12.0,12.0
25,625,0,4,16,6.64639,1,15,1,0,,10.0
27,729,0,6,36,6.588926,1,15,1,0,8.0,9.0
24,576,0,6,36,6.50129,1,12,1,0,8.0,9.0
27,729,0,7,49,6.533789,1,14,1,0,,12.0
26,676,0,6,36,6.327937,1,14,1,0,16.0,13.0
28,784,0,6,36,6.214608,1,16,1,0,13.0,14.0
28,784,0,8,64,6.507277,1,14,1,0,,
34,1156,0,16,256,6.869014,1,12,1,0,9.0,9.0
28,784,0,6,36,6.58755,1,16,1,0,,12.0
33,1089,0,11,121,6.869014,1,16,1,0,12.0,12.0
33,1089,0,10,100,6.421622,1,17,1,0,12.0,14.0
32,1024,0,13,169,7.05099,1,13,1,0,12.0,10.0
29,841,0,10,100,6.514713,1,13,1,0,14.0,8.0
26,676,0,8,64,6.045005,1,12,1,0,,10.0
25,625,0,7,49,6.968851,1,12,1,0,12.0,12.0
33,1089,0,9,81,7.069024,1,18,1,0,15.0,14.0
27,729,0,6,36,6.747587,1,15,1,0,12.0,
24,576,0,6,36,6.413459,1,12,1,0,12.0,
33,1089,0,9,81,6.047372,1,18,1,0,12.0,12.0
29,841,0,11,121,7.090077,1,12,1,0,8.0,12.0
34,1156,0,14,196,6.936343,1,14,1,0,15.0,10.0
28,784,0,8,64,6.309918,1,14,1,0,12.0,
